Ind,Y1,Y2,X1,X2,A,B,X3
HG01800,-0.550944307,0.407581789,1.089217751,0.314275542,1,6,0.741950669
HG01801,-0.023569866,1.367662873,-0.732068532,-0.330488325,4,6,0.53538197
HG01802,-0.351758042,1.059535038,-0.254306477,2.400285703,2,5,0.376015859
HG01804,0.159820422,-1.456994013,-0.613821943,-0.075161979,4,4,0.639921514
HG01805,-1.227587891,-1.858246756,-0.219598509,-1.096461398,3,1,0.630383997
HG01806,0.711605808,-1.446469637,-0.664025868,1.913921561,4,6,0.452686446
HG01807,-0.06560501,-8.92E-05,-0.127590679,3.955207733,5,6,0.454033399
HG01808,0.736608599,0.593737863,-2.82389437,-0.184277859,4,4,0.165879551
HG01809,0.05124004,-1.54173007,0.912526024,-0.238102668,4,3,0.436011155
HG01810,-0.2021407,0.373004647,0.840391353,-0.826023128,5,3,0.182048903
HG01811,0.817579855,-0.224627114,-0.466078278,-0.843105167,1,5,0.59481924
HG01812,-0.103272036,-0.429015936,0.851669145,-0.273083969,3,2,0.151443552
HG01813,-0.708334475,-0.45830525,1.219400224,0.209276274,3,2,0.854579054
HG01815,-0.303119925,-0.590744914,-0.736473767,-1.125902542,4,4,0.217327113
HG01816,1.469718679,-0.563246295,1.49356672,0.520948402,4,1,0.402446845
HG01817,1.239456369,-0.341464749,0.996764361,-0.565892567,2,3,0.114955169
HG01840,1.064361865,-0.144526591,-1.351331805,-2.215917921,3,1,0.895899798
HG01841,1.596415291,0.217721483,0.684594084,-3.039520234,2,3,0.719875761
HG01842,0.551765525,0.440276618,-0.605401844,-1.467854986,5,4,0.1112343
HG01843,-0.938876294,-0.071164854,0.524010119,0.392297298,1,5,0.063222313
HG01844,0.087733394,0.126094915,0.085294138,2.062914745,2,4,0.224248125
HG01845,-0.738930726,-0.395768546,-0.516368994,1.916420763,3,5,0.697223905
HG01846,0.64459011,-1.128496889,-0.835118978,-0.258458284,1,2,0.695770665
HG01847,-0.663945659,0.327432493,0.693685456,0.337185493,1,1,0.557479728
HG01848,-2.327426527,-0.308164542,-0.122826403,1.186763089,3,4,0.666694487
HG01849,0.070546503,-1.281962031,0.618803792,1.996493753,4,3,0.577191716
HG01850,-0.951162135,-0.782250259,2.497263652,0.098281191,4,2,0.801203269
HG01851,0.743217076,-0.393154953,0.691487152,-0.950779914,4,2,0.890544272
HG01852,-0.090670759,-0.187754417,2.560625524,-2.263597098,5,5,0.621983485
HG01853,1.984170499,-1.720784006,-1.014271287,-1.214897916,4,5,0.277243944
HG01855,1.128901391,0.829728885,0.429144242,-2.007771755,5,3,0.529074792
HG01857,0.971760845,-1.392207604,0.730007062,1.396664669,2,3,0.009295373
HG01858,1.812044627,-0.572707212,0.945910375,0.064361639,3,5,0.335650288
HG01859,1.598162963,-0.291957898,-0.251484494,-0.508769428,1,4,0.677918337
HG01860,-1.708399029,-0.074325707,0.770065526,0.351409318,5,2,0.9693333
HG01861,1.461914462,-1.537223861,-0.917656064,0.369586597,4,6,0.427014631
HG01862,-2.130447311,0.948547441,0.454690485,0.078714092,1,3,0.104230833
HG01863,-0.851549665,0.153953978,0.504504836,-0.383849191,2,6,0.459151496
HG01864,0.836454828,0.018550255,0.561401569,-0.187459334,3,6,0.217800258
HG01865,-2.422044204,-1.55591171,0.633792656,0.332891182,2,1,0.089235939
HG01866,0.671571308,-2.124003384,-0.141175599,1.000631086,5,6,0.805300829
HG01867,-0.576906199,-1.511271629,0.791305186,-0.237758659,1,6,0.456660424
HG01868,-1.023635176,-0.478062423,0.021192584,-0.566720142,3,3,0.284187278
HG01869,-1.508818023,-1.071069702,0.409199665,0.934154709,4,5,0.863897994
HG01870,-1.054826335,0.666100456,1.523536608,-1.721511835,5,2,0.24185202
HG01871,0.893608009,-0.662569259,0.893944101,0.02760638,3,4,0.002076414
HG01872,-1.538470414,-0.038614286,1.054570665,-0.602755972,2,3,0.599114326
HG01873,-0.178312329,-1.171516519,1.565366005,0.67043914,5,2,0.355198503
HG01874,0.211368003,0.893004016,-0.974656189,-0.689398781,3,4,0.760104324
HG01878,1.568433474,-0.837958755,0.659047461,-0.049257522,1,6,0.270390764
HG01879,0.447110813,0.202742729,-1.207372786,1.685610675,2,5,0.203019621
HG01880,-0.056330405,-1.239792443,-1.096544417,-0.520097893,4,2,0.867847505
HG01882,-1.363692211,1.779931044,2.084113226,1.784945149,5,4,0.977815521
HG01883,1.363417334,0.978279479,-0.727436223,-0.229711777,5,6,0.371669365
HG01885,0.716387982,-1.07388947,-0.216841624,0.443271697,2,1,0.716065917
HG01886,-0.054510493,0.793768691,-1.868539267,-0.225257791,3,1,0.289259675
HG01889,-1.749953358,-1.750318286,-1.003633625,0.479337945,4,4,0.100836713
HG01890,0.044701859,-1.010930437,0.565373206,-0.440897707,1,2,0.282481184
HG01892,0.330178803,2.420569051,0.601547303,1.100219616,4,3,0.901102091
HG01893,-0.838508424,0.720937418,-0.931710874,-0.577765937,2,5,0.768557668
HG01894,-0.374307372,-1.141608111,-1.04642424,0.222676612,1,6,0.442476946
HG01896,-0.421243473,0.271023441,-0.323400346,0.05954369,1,6,0.85513994
HG01912,-0.037498755,0.399811621,0.549184916,-1.132569914,1,6,0.641391585
HG01914,0.614285811,-0.106692465,-0.562256783,1.001609513,4,2,0.397172302
HG01915,-0.230317607,-0.598428547,-1.037447518,-0.662634249,2,1,0.596112552
HG01917,-1.592674733,-0.842468698,0.157421245,-0.494729805,1,5,0.806166539
HG01918,-0.359365042,1.738334784,-0.240863195,-0.143952328,2,4,0.45472227
HG01920,1.142396779,-0.010084014,-0.886792494,-0.930852501,5,1,0.650247707
HG01921,1.084701398,-0.11893252,-0.516767839,-1.400038972,4,2,0.536374918
HG01923,0.141600371,-2.0166984,-0.763433351,-1.029576393,3,1,0.014892427
HG01924,-0.834236092,0.538310879,-0.711661951,-1.358198101,4,6,0.177953947
HG01926,0.033229244,-2.274270532,0.697405976,-2.261805239,4,2,0.917347947
HG01927,0.070033788,1.052073385,-0.779842407,0.413285056,2,3,0.512104294
HG01932,-0.092239642,-0.140304124,-0.428901523,-0.631575395,3,4,0.317427502
HG01933,0.344440818,0.021251049,0.264642805,0.653028018,1,2,0.693855279
HG01935,-0.479948224,-0.210054825,1.762470447,0.583480365,2,4,0.621793872
HG01936,1.180090182,-0.914372759,-0.209600121,0.95327165,3,3,0.162339197
HG01938,-1.269936109,0.835068914,-0.946870494,-1.502262226,1,5,0.731137231
HG01939,-0.298432316,0.500190829,0.468907623,-0.018319266,2,2,0.916370238
HG01941,-0.95370045,1.66668549,-0.376564689,1.526872695,5,1,0.414458441
HG01942,0.684515331,0.287499308,-0.634757441,-0.464868719,2,3,0.496475406
HG01944,1.654381206,2.330378141,-1.568895369,0.832467199,4,6,0.749341977
HG01945,0.268650539,1.633170626,0.444194218,0.918245459,5,4,0.962342483
HG01947,0.130044043,-0.180289792,1.289251539,-0.078136468,1,6,0.847501184
HG01948,-0.98324435,-1.427734095,-1.594445342,-1.047768221,1,2,0.233024404
HG01950,0.1124025,-0.96228599,0.493609726,0.577668991,1,6,0.229987135
HG01951,-1.630394391,0.058947201,-0.274833184,0.637157211,1,3,0.195436998
HG01953,0.794683912,0.12590925,2.051156057,-0.018038467,3,2,0.552625145
HG01954,0.47851908,-1.899317323,0.541624384,0.087636652,1,3,0.545894639
HG01956,0.802508659,-1.229610888,0.001067335,-0.545407854,4,3,0.386462928
HG01958,-0.295251919,-0.604682875,-1.817534323,0.487405829,1,6,0.131183498
HG01961,-0.237851998,-0.239833358,-0.626806861,0.110627495,3,1,0.971520452
HG01965,1.317894289,-0.932720133,-0.881045059,-0.757012078,1,1,0.732596825
HG01967,-0.140675898,0.11514183,-0.906944547,-0.921374017,3,5,0.123468357
HG01968,0.40606822,0.464045024,-0.511886843,1.208861577,1,4,0.580724106
HG01970,0.692935606,-1.270472553,-0.615255341,-1.465069,5,3,0.47571335
HG01971,0.539800652,0.486431521,-2.030551184,0.526346334,4,6,1.02E-05
HG01973,0.10988532,-0.756549219,-0.494955773,-0.239879841,3,4,0.438319482
HG01974,0.54704466,0.424095806,0.124228723,-0.607763718,1,5,0.579895265
HG01976,1.086183063,0.655732342,1.901121552,1.703132389,5,1,0.7912168
HG01977,-0.249103667,0.687412485,-0.474448342,-0.456814642,2,6,0.556810301
HG01979,-0.11882473,-0.96592394,2.071139542,-1.419509956,2,5,0.523778241
HG01980,-1.284751865,-0.23900474,0.380016136,0.630891796,2,1,0.65789855
HG01982,-0.086393957,0.651278019,-0.573887618,1.325292898,4,4,0.50955761
HG01985,0.47035564,-0.371868642,1.415537709,0.610596271,2,1,0.284310458
HG01986,-0.491078575,0.037578118,0.40366432,-0.805016468,1,2,0.793876928
HG01988,-0.574275252,2.87943906,-0.525302425,0.594262691,1,6,0.15009367
HG01989,0.474960976,2.03132856,0.488743279,-0.434007706,5,1,0.524730123
HG01990,-0.82380328,1.758235148,0.151628798,0.049123798,3,4,0.058594948
HG01991,-0.396340305,0.155571096,0.732579309,-1.245681992,5,4,0.24523979
HG01992,-0.652617379,-1.044097864,0.004286105,-0.579852998,1,2,0.976884923
HG01997,-0.566771422,-0.413646918,-1.513193335,0.000463725,4,2,0.434576957
HG02002,1.010542858,-0.662353668,0.429246237,0.560988148,2,4,0.201550706
HG02003,-0.536429033,-0.202982184,-0.214441761,0.532310795,4,3,0.935450977
HG02006,-0.327301805,-0.856828875,-1.720703757,1.104740749,3,3,0.020304359
HG02008,0.143542028,1.882346594,-0.289564761,0.635791932,1,3,0.403428227
HG02009,0.438940675,1.66163407,-0.813063606,-0.610407849,5,5,0.688770088
HG02010,-0.761109391,0.839963208,0.67730221,1.259801741,2,6,0.452132454
HG02012,-0.362677885,1.025681897,0.272855345,-0.096494106,5,2,0.634984702
HG02013,2.000925528,-0.330500994,0.529582951,-0.249447285,5,2,0.765535066
HG02014,-0.347803704,-1.026375874,0.296962953,-0.485623109,3,5,0.8327237
HG02016,0.159121049,-1.552734558,-2.27906332,-0.181828113,3,6,0.126469317
HG02017,0.768617383,-0.165678344,0.869081974,0.561369378,4,5,0.27445489
HG02019,0.890890434,-0.588759943,0.914616549,0.864829051,1,3,0.981657113
HG02020,0.509541183,-0.710520636,0.827821409,-0.904915593,2,4,0.583763272
HG02023,-0.393354668,0.225451068,0.57909441,0.080197867,4,1,0.815129203
HG02025,1.01383652,-1.218569161,-1.828759995,1.253657904,2,4,0.976363157
HG02026,2.625693775,-1.889273325,1.270224893,-0.57898788,5,5,0.967219961
HG02028,1.656311126,-1.0246631,1.376436403,0.372166833,3,3,0.045524978
HG02029,0.230373087,1.053676172,-1.231121001,-0.226928836,4,5,0.267829347
HG02031,-0.040340364,1.351149849,-1.668598615,1.838221437,3,2,0.823933428
HG02032,1.023877366,-1.000017945,0.308938244,-1.780519242,4,4,0.439588237
HG02035,0.425198738,0.269962421,2.400066666,1.175247246,1,2,0.300288677
HG02040,0.268148632,0.950670015,-0.612705074,-1.431863157,3,6,0.831227541
HG02047,0.989559173,0.41419041,0.056548839,-0.701403209,4,4,0.152178579
HG02048,1.333164768,-1.072930929,0.777127858,0.237009111,5,6,0.724080085
HG02049,1.606607954,0.610357223,0.146189841,-0.611237052,2,6,0.740130372
HG02050,0.160927598,0.930943483,0.389824855,-0.618989445,3,3,0.905531413
HG02051,-0.47717208,1.561916539,0.737096883,-0.383317294,1,2,0.223141218
HG02052,-0.476675535,-1.186236495,-0.248655088,-0.225747795,1,6,0.011738834
HG02053,0.341837249,0.122245568,0.234019086,0.117620628,2,1,0.553091273
HG02054,-0.301184763,0.732272509,0.421575207,0.382536841,2,4,0.810136133
HG02057,-0.370832967,-0.686041525,0.398268364,0.609019327,5,4,0.85599997
HG02058,0.223402635,1.137065409,-0.523183225,0.849161883,5,5,0.408627066
HG02060,0.102407242,-0.085931929,-2.154421506,-0.653462829,5,1,0.111151573
HG02061,-0.61156078,1.621317839,0.675727183,0.921232445,4,5,0.256601301
HG02064,0.14366527,-0.769962459,-0.457776944,-0.821724938,1,2,0.538511795
HG02067,1.38609786,-0.407503304,1.985017123,1.344803055,3,2,0.474167179
HG02069,0.408508623,1.520527618,-1.167909271,-1.291494983,4,2,0.24328835
HG02070,0.681525175,-0.085142675,0.802335058,0.794156818,2,4,0.018502637
HG02072,0.64186056,-0.090321119,0.87637952,1.584690036,1,6,0.618732833
HG02073,0.491426618,0.030266067,0.805315401,-0.134967065,3,5,0.214315777
HG02075,0.438127441,0.679582202,-0.657145678,-1.066602934,3,6,0.30910577
HG02076,-0.114407251,1.889785861,2.047413948,0.183140066,4,2,0.476809525
HG02078,-2.455646327,0.792423096,-0.494327756,-1.286304902,5,3,0.251893902
HG02079,-0.701801333,0.499292659,-1.032573862,1.041334175,1,5,0.127377809
HG02081,-1.110839083,1.164673724,-0.639898106,-0.360527606,5,5,0.360317185
HG02082,-0.431913646,3.166589019,-1.591340797,1.865918506,1,4,0.221557203
HG02084,0.241640536,-1.472825505,0.980330137,-1.97987989,1,6,0.039415321
HG02085,-1.282887669,0.137247337,1.296768074,-1.40874334,2,6,0.424281876
HG02086,-0.081984306,-0.990228013,0.800956176,-1.170536118,1,4,0.811114225
HG02087,-1.226950507,0.086719321,1.245031068,2.016431017,1,1,0.316247436
HG02088,-0.95682795,-0.942520491,-0.238374085,1.187192333,4,3,0.499596246
HG02089,-0.894354955,0.478425518,0.114413078,1.870514468,1,3,0.389779946
HG02090,0.033291466,-0.465757446,-0.306307714,-0.93457566,5,2,0.542745894
HG02095,-2.222303732,0.718939444,-0.146357153,0.691522543,4,4,0.955539587
HG02102,-1.490129333,0.555112497,-2.001278724,-0.624921838,5,4,0.35079839
HG02104,-1.213097066,1.194333148,1.453274207,0.36248182,2,3,0.826341167
HG02105,0.399959122,0.061317207,-0.08065812,1.589955213,4,4,0.720662396
HG02107,0.320094189,-1.149995297,1.851917278,0.652543924,3,5,0.513778495
HG02108,1.39540927,-1.449806293,-0.490976746,0.43444301,3,2,0.335244492
HG02111,-2.103959061,1.152016694,-0.609222231,-1.871092428,3,5,0.019960521
HG02113,-0.92636068,-1.215647719,0.798464865,2.474441892,3,4,0.200825074
HG02116,0.176888441,-0.24959185,-0.819869202,0.002116318,2,4,0.001160905
HG02121,0.848747712,-0.586795882,-1.308402126,-1.05678429,5,5,0.054597115
HG02122,0.064801755,2.039709141,0.944609752,-0.126521978,1,2,0.10915861
HG02127,0.572541499,1.73377402,1.524618328,0.678058809,2,5,0.022889624
HG02128,0.449991475,-0.43511207,1.172903285,-1.302870358,1,4,0.723316172
HG02130,-0.799273246,-0.38457938,2.339135297,1.156154276,4,1,0.628309054
HG02131,-0.304471723,0.792058828,0.812366762,0.63121229,5,3,0.788032118
HG02133,-1.974611317,-0.117776014,-1.971304257,0.511319109,4,5,0.96923482
HG02134,-1.223965448,-1.177186128,-0.907699804,0.129510882,3,2,0.842647787
HG02136,-0.890323379,0.905362752,0.036626589,0.891340443,3,5,0.470103014
HG02137,-0.967868099,-0.272058119,3.314428407,-0.255813311,4,2,0.954180921
HG02138,0.640953639,-0.228467375,0.871376568,0.68814197,5,3,0.54788042
HG02139,-1.088600456,0.218144931,0.500071097,1.398903628,5,6,0.934965138
HG02140,-0.828423154,0.37732085,0.431013182,0.358561039,4,1,0.179273057
HG02141,0.582052291,0.505067757,-0.022287054,-0.779717269,3,2,0.65733065
HG02142,-0.193742522,-2.199918921,-0.008170166,0.632292566,3,5,0.939806278
HG02143,0.122012683,-0.89545422,-0.293871943,-0.452280021,5,3,0.484564915
HG02144,0.410360108,-1.410281262,1.283258124,-0.835050385,3,4,0.41058721
HG02146,1.636229616,0.031907158,1.067794429,-1.32143099,4,2,0.757554984
HG02147,1.48116533,0.397200038,-0.141595398,-3.019754494,2,3,0.330573809
HG02150,1.280753185,0.16065296,1.031192876,1.879453948,2,4,0.069371856
HG02151,-1.307114225,-0.626841053,-0.734025097,-0.407157725,3,3,0.16179641
HG02152,-0.232620313,-1.327625493,-0.980013054,0.274373802,5,4,0.082498661
HG02153,0.739388852,-0.244203515,-1.679159253,0.173538879,1,2,0.758476396
HG02154,0.797568271,-0.842426989,-1.52079406,-0.878511148,5,1,0.326986256
HG02155,-0.787614327,1.135672371,1.273200575,1.571650571,1,1,0.110846172
HG02156,-2.652504551,0.208837717,-0.966629032,-0.421136167,1,5,0.604636819
HG02164,-1.780734983,0.685732029,-1.258264725,0.372726891,2,6,0.048557675
HG02165,-0.847454445,-0.052493926,-1.511854017,-1.607446742,1,5,0.440770114
HG02166,0.820374909,1.200271255,0.870531031,1.932950654,1,5,0.024530335
HG02178,-0.926041191,-0.971212596,1.075372297,1.689980784,1,2,0.602199027
HG02179,1.088355797,0.233197147,-1.70932777,0.627256031,4,2,0.429333835
HG02180,-0.988158869,-0.964414229,0.522938121,-1.015370827,4,2,0.542599801
HG02181,-0.865781835,1.643411724,2.680093292,1.562693452,1,5,0.191694593
HG02182,0.503868406,1.889666695,0.115785499,0.006026701,1,5,0.613382297
HG02184,0.005024423,1.831760543,0.521195207,-1.864885337,3,3,0.434616822
HG02185,-0.205861807,0.241426697,0.446647426,0.966323272,3,6,0.054283205
HG02186,-0.064318356,1.098662635,-0.725720279,0.315590551,2,2,0.813663771
HG02187,-0.668850388,-1.866625329,0.053851613,-0.845333502,5,3,0.866206203
HG02188,0.615837118,0.006068032,-2.15729304,0.570514615,4,4,0.443061854
HG02190,-1.314656766,-0.876059932,2.643987507,-1.769071495,4,2,0.516570968
HG02215,-1.239436741,0.493965015,0.055169787,-0.959845784,2,3,0.814058076
HG02219,-0.902322373,1.686967324,1.466246606,0.239254827,2,3,0.746823708
HG02220,-0.595541194,0.49035179,-0.775782268,0.356421893,1,1,0.52732375
HG02221,-1.471049605,-0.285348768,-0.260332115,-0.627160545,1,3,0.808237253
HG02223,-2.24836126,-0.806568139,0.760184959,0.191555864,4,4,0.28654585
HG02224,0.605069178,-1.609329096,-1.566060144,0.611387184,1,6,0.022554122
HG02230,0.381101861,0.534188141,0.93402013,0.386536654,3,2,0.557409395
HG02231,-0.665614169,-0.030892531,0.70125864,-0.633215173,2,6,0.765502886
HG02232,-1.542767392,-0.939637673,0.254456746,-0.730859163,5,2,0.103488211
HG02233,-0.55737743,-0.333057335,-1.644380856,0.669305137,5,6,0.141733241
HG02235,0.52535133,0.181114486,-0.136322672,-0.472924159,2,2,0.904053553
HG02236,0.251175936,-0.320002751,-0.296872862,-0.69593974,3,1,0.234991277
HG02238,1.673857206,-1.794153018,0.391731336,0.312883656,4,3,0.894627818
HG02239,-2.229589252,-0.008647617,0.924212936,-0.065980066,3,4,0.782790313
HG02250,0.485474291,1.230040699,-1.094363999,-0.599541774,5,1,0.657743917
HG02252,0.254232954,0.146800356,-0.446540067,2.10332126,1,5,0.713009993
HG02253,1.112933587,0.531839269,-0.677495841,0.1571497,2,1,0.883049881
HG02255,-1.94872625,0.641514597,0.499603657,0.336138906,2,1,0.380739948
HG02256,-0.404444387,-0.486333502,0.945702018,0.827479654,4,3,0.823413742
HG02259,-1.239397499,-0.642329957,0.543494502,-1.528906744,1,6,0.220650316
HG02260,-0.374458218,-0.149332401,0.733158641,-0.349002349,4,6,0.16168412
HG02262,-0.220779714,-0.276095613,-0.981305209,-0.906802785,3,5,0.321318917
HG02265,1.118082178,-0.178865875,-0.910142831,0.521295549,4,4,0.493048019
HG02266,1.264971606,-0.004096453,-1.416950577,0.038557513,3,2,0.59383928
HG02271,0.430261382,1.402264573,0.402607843,-0.059169766,3,5,0.519450019
HG02272,2.012013977,-0.897011905,0.72254118,-1.206770122,2,4,0.882527991
HG02274,1.712441632,-0.247385036,-1.706042676,-0.139101616,2,2,0.396348457
HG02275,2.261458925,-0.09594364,-0.381726488,0.566092079,1,4,0.84084107
HG02277,0.764614639,0.61551222,-0.565798065,0.274434688,3,6,0.309868475
HG02278,0.470434668,0.076126962,1.847933451,-2.164213022,4,6,0.668684375
HG02281,-0.906439155,1.30012044,0.551596128,0.405450266,1,1,0.671931928
HG02282,-0.61584234,-1.626954736,1.265112121,-1.108030731,4,5,0.258377085
HG02283,0.155980723,1.100301354,0.800900449,-0.82751608,2,4,0.88095585
HG02284,0.029499186,0.905354205,-2.378910248,-0.565542207,5,2,0.929585941
HG02285,-0.647398602,-0.649435611,-0.504688838,-0.758592274,4,3,0.394746398
HG02286,-1.114496085,1.608689518,0.669915844,0.215572572,2,1,0.768818259
HG02291,-0.306131378,0.434340499,-2.027318127,0.556941572,2,1,0.939662273
HG02292,0.58687264,1.142708035,0.095162267,-0.358488992,5,4,0.347355861
HG02298,1.419719937,0.37914463,0.335739811,-1.088563573,5,6,0.234220876
HG02299,-1.121737954,0.616902433,2.223254246,-0.559798829,4,4,0.871787287
HG02301,-0.800654612,0.265538402,0.785048009,0.212093197,3,1,0.740986263
HG02304,2.065791229,-2.143286488,-0.34539972,-0.755851683,3,1,0.427622385
HG02307,-0.213335793,-0.202492678,0.708461371,-0.478073078,5,6,0.125446917
HG02308,-0.081322828,0.271599946,1.034845292,-0.917891762,1,1,0.72025393
HG02309,-0.210359802,1.042707538,0.612300393,-0.331646088,5,6,0.39604789
HG02312,-0.134110998,0.404491642,-1.211201248,-0.880598956,2,5,0.965492984
HG02314,-1.31901356,-0.020739881,0.805721425,-1.645269978,3,5,0.568970316
HG02315,1.440092089,0.30919139,-0.406417493,-0.074713855,5,6,0.95066237
HG02317,-0.87372831,0.86039509,0.696064573,-0.43429655,4,4,0.253583822
HG02318,1.474922981,-0.782359309,1.706358217,-1.143343547,4,5,0.330534096
HG02322,-0.972287198,-2.58309947,0.108982132,1.342089263,4,5,0.455726247
HG02323,-0.531738873,0.026262489,0.955131199,0.186072313,3,2,0.782191129
HG02325,1.06476583,-1.32794291,1.194618126,0.682553727,5,3,0.396381241
HG02330,-0.410218222,0.589301629,-0.482551609,0.560422797,4,4,0.266476006
HG02332,0.219896941,1.488042009,0.886029474,0.67528336,2,2,0.402247073
HG02334,-0.386451415,0.581711436,1.975103357,0.34257555,1,6,0.390622079
HG02337,-1.065819896,-0.332661966,-0.105236245,0.296046274,1,5,0.861640555
HG02339,1.21202951,-0.636861626,0.361520558,-0.856277678,1,4,0.778530815
HG02343,0.143772338,1.119204676,-0.563135943,-0.635473101,5,3,0.278978309
HG02345,1.861730162,-0.290771602,-1.085977848,-0.15932385,1,6,0.135864538
HG02348,-1.294682779,-0.297167446,-0.525121507,-0.642644324,3,5,0.503271563
HG02351,0.451996535,1.729676015,0.906709177,-1.800801308,1,4,0.219926785
HG02353,-0.208629244,0.855503142,-0.389440054,-1.807437835,5,4,0.934520791
HG02355,0.234946956,-0.449054893,1.503749004,0.141953744,2,4,0.989185503
HG02356,0.281130121,0.972792617,0.195597309,0.106473572,5,3,0.924877747
HG02360,0.949570914,-1.510601493,0.014023328,0.598316271,2,1,0.301550541
HG02364,-0.114559524,0.130964537,0.415903133,0.19580153,5,1,0.332890244
HG02367,0.138754545,-1.220541082,1.619981299,0.675805648,2,4,0.102098355
HG02371,-1.358966505,-0.101894622,-1.251197833,-0.817177504,2,6,0.087712587
HG02373,1.60465036,-1.074802747,-0.588477356,-0.722177688,2,1,0.89724407
HG02374,0.305122423,-0.054469488,2.163494362,1.397020942,2,2,0.141835377
HG02375,1.89958356,0.999326457,0.824045337,0.4948665,5,1,0.856123121
HG02379,1.194629848,-1.180825266,-0.849544319,-1.033231251,2,3,0.640133152
HG02380,0.344965347,-0.32451112,0.292883439,1.821770831,5,4,0.844624023
HG02382,-0.79406961,-0.467582231,1.344995563,-0.105147712,3,6,0.548555721
HG02383,-1.994372597,-0.612691055,2.186623255,1.138617771,4,6,0.425527691
HG02384,1.339537345,-0.327210359,1.280654944,-0.043430899,5,4,0.563018771
HG02385,-1.679738308,0.681431083,-0.919316067,-0.141634841,4,2,0.816399519
HG02386,0.579388002,-0.736386142,0.071708763,-0.572597278,3,1,0.29716214
HG02389,1.044787249,-0.419865097,-0.016370528,-2.191040438,2,1,0.267088939
HG02390,-0.831878847,0.088711853,0.964354461,-0.359878658,3,6,0.149351046
HG02391,-0.195557476,-2.202671661,1.000776445,-0.2385256,5,1,0.063038539
HG02392,0.361801214,0.377552217,1.224454467,1.429156717,2,6,0.235417163
HG02394,0.012247266,0.906602874,0.098105147,-0.003783114,1,5,0.379547365
HG02395,-1.765497956,0.494972768,0.908122565,0.289211876,3,2,0.890854734
HG02396,-1.486906672,-1.837510097,0.805021017,1.614394538,4,6,0.97556999
HG02397,0.188373236,1.694772467,-1.156457906,0.3366691,2,3,0.153571352
HG02398,0.616025957,1.319813821,-1.107982427,-0.42464201,4,2,0.25338667
HG02399,0.319611235,2.566406265,-0.155220054,1.034797748,4,2,0.382017259
HG02401,-3.293866391,-0.54482723,1.378498126,-0.981447929,3,2,0.680418571
HG02402,-0.561319158,-0.154525825,0.598435348,-1.71386258,3,2,0.955925663
HG02406,-1.813354438,1.116314624,-0.266715521,0.254788266,1,1,0.114651722
HG02407,-1.102300687,2.030160342,1.364869953,-0.753398705,3,3,0.558578056
HG02408,-0.442566829,-0.698446867,0.47041983,-0.461591712,5,1,0.728574251
HG02409,-0.181194836,-0.582132974,0.048175903,-0.435789636,3,4,0.129838787
HG02410,0.291727258,1.175532885,-0.170171872,-2.464313362,2,5,0.037343372
HG02419,1.825939493,-0.096064294,-0.2683175,2.078569735,4,2,0.540407941
HG02420,-0.688234187,-3.13458746,-0.4903661,-0.012542332,1,2,0.700031212
HG02425,-1.903175062,0.931221961,-0.190072834,0.024339431,4,2,0.594892396
HG02427,1.292319039,0.195015298,0.374968206,1.085676593,4,1,0.634973903
HG02429,-1.810720881,1.286882473,-2.236987551,-0.783009777,2,6,0.377360117
HG02433,0.003633748,0.978288176,-0.207388458,-0.301260093,4,4,0.140156781
HG02439,-1.278793746,1.515488303,-0.053875423,0.607351569,5,1,0.040668863
HG02442,0.163577613,0.801040938,-0.764792193,-0.015058656,2,2,0.558791945
HG02445,-1.125457271,-0.919845267,-0.226613817,-0.095550995,2,5,0.931841573
HG02449,0.192176696,2.917600674,-0.70173399,-0.167386978,1,1,0.29569529
HG02450,1.000913151,-0.777892403,-0.507786642,-0.78960387,5,1,0.674665832
HG02455,-0.929371668,0.343658821,-0.382437124,-0.0375201,2,6,0.814408083
HG02461,-1.800112448,-0.894088935,0.115621407,0.514054243,1,5,0.57948606
HG02462,0.193188886,0.978894877,-0.634334319,0.189206312,1,6,0.918829098
HG02464,-0.001256615,-0.625712533,0.011421324,-1.407920671,2,4,0.700194634
HG02465,0.859788985,-0.826438614,-0.556831539,-0.565640898,1,5,0.893053272
HG02470,0.294805213,-1.442177528,-1.082336333,-0.011200611,5,6,0.243153737
HG02471,-0.494047735,-0.613434924,-0.065686075,1.23546231,3,3,0.268940691
HG02476,-0.782308843,-0.212868858,1.751179368,0.520910147,1,1,0.942679769
HG02477,2.153175232,1.43412754,-0.731318648,0.06430681,1,2,0.082838787
HG02479,-0.826759434,0.045417408,-1.43754957,-0.166828851,5,1,0.203108338
HG02481,0.326902195,0.612170606,1.469272889,-0.657413079,1,5,0.819155642
HG02484,0.49182366,-1.133445022,1.188430237,-1.492278835,3,4,0.29234537
HG02485,-1.240774279,-0.475288891,-0.384559411,-0.665346026,4,5,0.758788358
HG02489,-1.127324099,0.424037139,0.702628768,-0.374227922,4,1,0.389988604
HG02490,-0.393333318,1.070053157,0.425123141,-1.041720182,4,4,0.346131453
HG02491,0.69282765,-0.50916492,-1.168726271,-1.185588546,3,2,0.636897725
HG02493,-0.062359484,0.960411213,0.247469706,1.654418338,1,4,0.648876854
HG02494,-0.190050751,-1.067474422,-0.382376312,-1.564866464,1,6,0.596895348
HG02496,-0.562597358,0.410559437,-1.706146266,-0.347231109,3,2,0.730090238
